Brand Name,Year,brandspend,branddose,brandclaims,nomchngspend,nomchngdose,nomchngclaims,perchngspend,perchngdose,perchngclaims
Cancidas,2013,1999725.76,5800.353,1288,-479769.8500000001,-339.866,-124,-0.2399178225318256,-0.05859402005360703,-0.09627329192546585
Cancidas,2014,2450669.93,7118.582,1623,-479769.8500000001,-339.866,-124,-0.2399178225318256,-0.05859402005360703,-0.09627329192546585
Cancidas,2015,1640531.85,5844.03,1331,-479769.8500000001,-339.866,-124,-0.2399178225318256,-0.05859402005360703,-0.09627329192546585
Cancidas,2016,1776873.45,6216.02,1478,-479769.8500000001,-339.866,-124,-0.2399178225318256,-0.05859402005360703,-0.09627329192546585
Cancidas,2017,1519955.91,5460.487,1164,-479769.8500000001,-339.866,-124,-0.2399178225318256,-0.05859402005360703,-0.09627329192546585
Candesartan Cilexetil,2013,208439.01,74795,2232,548592.62,282433.5,8447,2.631909545147043,3.776101343672705,3.7844982078853047
Candesartan Cilexetil,2014,564864.1000000001,216794.45,6630,548592.62,282433.5,8447,2.631909545147043,3.776101343672705,3.7844982078853047
Candesartan Cilexetil,2015,826488.06,347370.5,10471,548592.62,282433.5,8447,2.631909545147043,3.776101343672705,3.7844982078853047
Candesartan Cilexetil,2016,876938.45,393564,11765,548592.62,282433.5,8447,2.631909545147043,3.776101343672705,3.7844982078853047
Candesartan Cilexetil,2017,757031.63,357228.5,10679,548592.62,282433.5,8447,2.631909545147043,3.776101343672705,3.7844982078853047
Candesartan-Hydrochlorothiazid,2013,59366.46,19990,625,162549.48,52172,1579,2.7380692734584477,2.609904952476238,2.5264
Candesartan-Hydrochlorothiazid,2014,83057.17,31062,941,162549.48,52172,1579,2.7380692734584477,2.609904952476238,2.5264
Candesartan-Hydrochlorothiazid,2015,159498.13,62918,1920,162549.48,52172,1579,2.7380692734584477,2.609904952476238,2.5264
Candesartan-Hydrochlorothiazid,2016,214041.91999999998,78551,2393,162549.48,52172,1579,2.7380692734584477,2.609904952476238,2.5264
Candesartan-Hydrochlorothiazid,2017,221915.94,72162,2204,162549.48,52172,1579,2.7380692734584477,2.609904952476238,2.5264
Capacet,2013,6086.41,19602,469,17164.98,-944,25,2.8202142149477276,-0.04815835118865419,0.05330490405117261
Capacet,2014,11668.1,35507,783,17164.98,-944,25,2.8202142149477276,-0.04815835118865419,0.05330490405117261
Capacet,2015,40173.96,72786,1652,17164.98,-944,25,2.8202142149477276,-0.04815835118865419,0.05330490405117261
Capacet,2016,48043.32,42095,943,17164.98,-944,25,2.8202142149477276,-0.04815835118865419,0.05330490405117261
Capacet,2017,23251.39,18658,494,17164.98,-944,25,2.8202142149477276,-0.04815835118865419,0.05330490405117261
Capex Shampoo,2013,360679.88,129732,1042,92642.38,12128.279999999999,120,0.2568548597720506,0.09348718897419284,0.11516314779270642
Capex Shampoo,2014,22364.36,7880.28,63,92642.38,12128.279999999999,120,0.2568548597720506,0.09348718897419284,0.11516314779270642
Capex Shampoo,2015,16171.78,5508,42,92642.38,12128.279999999999,120,0.2568548597720506,0.09348718897419284,0.11516314779270642
Capex Shampoo,2016,366656.58,117330.28,960,92642.38,12128.279999999999,120,0.2568548597720506,0.09348718897419284,0.11516314779270642
Capex Shampoo,2017,453322.26,141860.28,1162,92642.38,12128.279999999999,120,0.2568548597720506,0.09348718897419284,0.11516314779270642
Caprelsa,2013,1178154.08,4604,125,487352.24,710,15,0.4136574733926144,0.1542137271937445,0.1200000000000001
Caprelsa,2014,1522503.09,4715.5,155,487352.24,710,15,0.4136574733926144,0.1542137271937445,0.1200000000000001
Caprelsa,2015,2091081.4,5560,179,487352.24,710,15,0.4136574733926144,0.1542137271937445,0.1200000000000001
Caprelsa,2016,1934073.4,6106,155,487352.24,710,15,0.4136574733926144,0.1542137271937445,0.1200000000000001
Caprelsa,2017,1665506.32,5314,140,487352.24,710,15,0.4136574733926144,0.1542137271937445,0.1200000000000001
Captopril,2013,309547.57,2196341.536,35867,2882635.2,879612.0840000003,20248,9.31241424379458,0.400489664099309,0.5645300694231465
Captopril,2014,1702007.74,3586249.802,44993,2882635.2,879612.0840000003,20248,9.31241424379458,0.400489664099309,0.5645300694231465
Captopril,2015,3482118.27,4081170.44,62897,2882635.2,879612.0840000003,20248,9.31241424379458,0.400489664099309,0.5645300694231465
Captopril,2016,3662269.35,4061481.675,63356,2882635.2,879612.0840000003,20248,9.31241424379458,0.400489664099309,0.5645300694231465
Captopril,2017,3192182.77,3075953.62,56115,2882635.2,879612.0840000003,20248,9.31241424379458,0.400489664099309,0.5645300694231465
Captopril-Hydrochlorothiazide,2013,81253.4,180351.91,4311,83927.58000000002,-79214.91,-1883,1.0329116073911986,-0.43922412576612024,-0.4367896079795871
Captopril-Hydrochlorothiazide,2014,141631.54,154132,3708,83927.58000000002,-79214.91,-1883,1.0329116073911986,-0.43922412576612024,-0.4367896079795871
Captopril-Hydrochlorothiazide,2015,183183.43,135885,3308,83927.58000000002,-79214.91,-1883,1.0329116073911986,-0.43922412576612024,-0.4367896079795871
Captopril-Hydrochlorothiazide,2016,178608.43,119132,2900,83927.58000000002,-79214.91,-1883,1.0329116073911986,-0.43922412576612024,-0.4367896079795871
Captopril-Hydrochlorothiazide,2017,165180.98,101137,2428,83927.58000000002,-79214.91,-1883,1.0329116073911986,-0.43922412576612024,-0.4367896079795871
Carafate,2013,14873673.03,63736792.74,117968,27069780.29,37836849.85999999,63256,1.8199795192082426,0.5936421999510857,0.5362132103621322
Carafate,2014,19442628.53,72198245.62,134045,27069780.29,37836849.85999999,63256,1.8199795192082426,0.5936421999510857,0.5362132103621322
Carafate,2015,29960853.65,92254388.28,166828,27069780.29,37836849.85999999,63256,1.8199795192082426,0.5936421999510857,0.5362132103621322
Carafate,2016,36717981.07,100283300.4,179095,27069780.29,37836849.85999999,63256,1.8199795192082426,0.5936421999510857,0.5362132103621322
Carafate,2017,41943453.32,101573642.6,181224,27069780.29,37836849.85999999,63256,1.8199795192082426,0.5936421999510857,0.5362132103621322
Carbaglu,2013,3421192.82,23760,103,8254301.41,35460,66,2.4126969289032942,1.4924242424242422,0.6407766990291262
Carbaglu,2014,4898235.72,31320,109,8254301.41,35460,66,2.4126969289032942,1.4924242424242422,0.6407766990291262
Carbaglu,2015,5789121.1,32880,114,8254301.41,35460,66,2.4126969289032942,1.4924242424242422,0.6407766990291262
Carbaglu,2016,9622773.06,51960,184,8254301.41,35460,66,2.4126969289032942,1.4924242424242422,0.6407766990291262
Carbaglu,2017,11675494.23,59220,169,8254301.41,35460,66,2.4126969289032942,1.4924242424242422,0.6407766990291262
Carbamazepine,2013,10306034.61,91625280.105,583924,21727045.73,-15792485.919,-54112,2.108186761658857,-0.17235948311320037,-0.09266959398825869
Carbamazepine,2014,17088529.62,85083787.893,563541,21727045.73,-15792485.919,-54112,2.108186761658857,-0.17235948311320037,-0.09266959398825869
Carbamazepine,2015,38017672.2,87231262.51200001,590768,21727045.73,-15792485.919,-54112,2.108186761658857,-0.17235948311320037,-0.09266959398825869
Carbamazepine,2016,37342829.339999996,83229999.78,571214,21727045.73,-15792485.919,-54112,2.108186761658857,-0.17235948311320037,-0.09266959398825869
Carbamazepine,2017,32033080.34,75832794.186,529812,21727045.73,-15792485.919,-54112,2.108186761658857,-0.17235948311320037,-0.09266959398825869
Carbamazepine ER,2013,24011402.39,18393587.198,217521,11476255.300000004,5628331.802000001,72410,0.47795023021143934,0.3059942436139911,0.3328873993775314
Carbamazepine ER,2014,27627888.43,18908201.494,227015,11476255.300000004,5628331.802000001,72410,0.47795023021143934,0.3059942436139911,0.3328873993775314
Carbamazepine ER,2015,32640035.06,20966418.131,248689,11476255.300000004,5628331.802000001,72410,0.47795023021143934,0.3059942436139911,0.3328873993775314
Carbamazepine ER,2016,37704601.23,22975620.009999998,271135,11476255.300000004,5628331.802000001,72410,0.47795023021143934,0.3059942436139911,0.3328873993775314
Carbamazepine ER,2017,35487657.690000005,24021919,289931,11476255.300000004,5628331.802000001,72410,0.47795023021143934,0.3059942436139911,0.3328873993775314
Carbatrol,2013,10510467.24,5861553,60247,-6660277.550000001,-3599427,-38354,-0.6336804442577759,-0.6140739493441414,-0.6366126114163361
Carbatrol,2014,8797992.9,4835872,48974,-6660277.550000001,-3599427,-38354,-0.6336804442577759,-0.6140739493441414,-0.6366126114163361
Carbatrol,2015,7746149.27,4179035.002,42275,-6660277.550000001,-3599427,-38354,-0.6336804442577759,-0.6140739493441414,-0.6366126114163361
Carbatrol,2016,5443935.66,3041512,30213,-6660277.550000001,-3599427,-38354,-0.6336804442577759,-0.6140739493441414,-0.6366126114163361
Carbatrol,2017,3850189.69,2262126,21893,-6660277.550000001,-3599427,-38354,-0.6336804442577759,-0.6140739493441414,-0.6366126114163361
Carbidopa-Levodopa,2013,3252673.87,12531430.597000001,126999,-58894.200000000186,4883944.723999998,34470,-0.01810639564672989,0.3897356080932375,0.271419459995748
Carbidopa-Levodopa,2014,3233518.33,13319850.867,134297,-58894.200000000186,4883944.723999998,34470,-0.01810639564672989,0.3897356080932375,0.271419459995748
Carbidopa-Levodopa,2015,3716770.88,18807932.73,151132,-58894.200000000186,4883944.723999998,34470,-0.01810639564672989,0.3897356080932375,0.271419459995748
Carbidopa-Levodopa,2016,3446839.45,21105829.526,158858,-58894.200000000186,4883944.723999998,34470,-0.01810639564672989,0.3897356080932375,0.271419459995748
Carbidopa-Levodopa,2017,3193779.67,17415375.321,161469,-58894.200000000186,4883944.723999998,34470,-0.01810639564672989,0.3897356080932375,0.271419459995748
